hp_per_weight,mpg,cylinders,displacement,horsepower,weight,acceleration,model_year,origin,name
0.036968576709796676,28.0,4,98.0,80.0,2164,15.0,72,usa,dodge colt (sw)
0.0419047619047619,27.0,4,97.0,88.0,2100,16.5,72,japan,toyota corolla 1600 (sw)
0.042682926829268296,13.0,8,350.0,175.0,4100,13.0,73,usa,buick century 350
0.04084967320261438,14.0,8,304.0,150.0,3672,11.5,73,usa,amc matador
0.03635907723169508,13.0,8,350.0,145.0,3988,13.0,73,usa,chevrolet malibu
0.0338941118258288,14.0,8,302.0,137.0,4042,14.5,73,usa,ford gran torino
0.03971405877680699,15.0,8,318.0,150.0,3777,12.5,73,usa,dodge coronet custom
0.03998384491114701,12.0,8,429.0,198.0,4952,11.5,73,usa,mercury marquis brougham
0.033602150537634407,13.0,8,400.0,150.0,4464,12.0,73,usa,chevrolet caprice classic
0.03621361448544579,13.0,8,351.0,158.0,4363,13.0,73,usa,ford ltd
0.03540240736370073,14.0,8,318.0,150.0,4237,14.5,73,usa,plymouth fury gran sedan
0.0454065469904963,13.0,8,440.0,215.0,4735,11.0,73,usa,chrysler new yorker brougham
0.045445364572813576,12.0,8,455.0,225.0,4951,11.0,73,usa,buick electra 225 custom
0.04579952891913112,13.0,8,360.0,175.0,3821,11.0,73,usa,amc ambassador brougham
0.03364306312079462,18.0,6,225.0,105.0,3121,16.5,73,usa,plymouth valiant
0.03050640634533252,16.0,6,250.0,100.0,3278,18.0,73,usa,chevrolet nova custom
0.03395585738539898,18.0,6,232.0,100.0,2945,16.0,73,usa,amc hornet
0.029129427341939754,18.0,6,250.0,88.0,3021,16.5,73,usa,ford maverick
0.03271349862258953,23.0,6,198.0,95.0,2904,16.0,73,usa,plymouth duster
0.02358974358974359,26.0,4,97.0,46.0,1950,21.0,73,europe,volkswagen super beetle
0.03001801080648389,11.0,8,400.0,150.0,4997,14.0,73,usa,chevrolet impala
0.03403995108030983,12.0,8,400.0,167.0,4906,12.5,73,usa,ford country
0.0365277180919639,13.0,8,360.0,170.0,4654,13.0,73,usa,plymouth custom suburb
0.04000889086463658,12.0,8,350.0,180.0,4499,12.5,73,usa,oldsmobile vista cruiser
0.035855145213338116,18.0,6,232.0,100.0,2789,15.0,73,usa,amc gremlin
0.03861342694164107,20.0,4,97.0,88.0,2279,19.0,73,japan,toyota carina
0.029987505206164097,21.0,4,140.0,72.0,2401,19.5,73,usa,chevrolet vega
0.039512400168137875,22.0,4,108.0,94.0,2379,16.5,73,japan,datsun 610
0.0423728813559322,18.0,3,70.0,90.0,2124,13.5,73,japan,maxda rx3
0.0367965367965368,19.0,4,122.0,85.0,2310,18.5,73,usa,ford pinto
0.043284789644012944,21.0,6,155.0,107.0,2472,14.0,73,usa,mercury capri v6
0.039735099337748346,26.0,4,98.0,90.0,2265,15.5,73,europe,fiat 124 sport coupe
0.035521803037726604,15.0,8,350.0,145.0,4082,13.0,73,usa,chevrolet monte carlo s
0.053763440860215055,16.0,8,400.0,230.0,4278,9.5,73,usa,pontiac grand prix
0.026245313336904125,29.0,4,68.0,49.0,1867,19.5,73,europe,fiat 128
0.03475440222428174,24.0,4,116.0,75.0,2158,15.5,73,europe,opel manta
0.03524399690162665,20.0,4,114.0,91.0,2582,14.0,73,europe,audi 100ls
0.03905160390516039,19.0,4,121.0,112.0,2868,15.5,73,europe,volvo 144ea
0.0441306266548985,15.0,8,318.0,150.0,3399,11.0,73,usa,dodge dart custom
0.041353383458646614,24.0,4,121.0,110.0,2660,14.0,73,europe,saab 99le
0.04346277164232276,20.0,6,156.0,122.0,2807,13.5,73,japan,toyota mark ii
0.04912663755458515,11.0,8,350.0,180.0,3664,11.0,73,usa,oldsmobile omega
0.030625402965828497,20.0,6,198.0,95.0,3102,16.5,74,usa,plymouth duster
,21.0,6,200.0,,2875,17.0,74,usa,ford maverick
0.03447087211306446,19.0,6,232.0,100.0,2901,16.0,74,usa,amc hornet
0.02997601918465228,15.0,6,250.0,100.0,3336,17.0,74,usa,chevrolet nova
0.03435897435897436,31.0,4,79.0,67.0,1950,19.0,74,japan,datsun b210
0.032639738882088945,26.0,4,122.0,80.0,2451,16.5,74,usa,ford pinto
0.03540305010893246,32.0,4,71.0,65.0,1836,21.0,74,japan,toyota corolla 1200
0.029504327301337528,25.0,4,140.0,75.0,2542,17.0,74,usa,chevrolet vega
0.026448029621793177,16.0,6,250.0,100.0,3781,17.0,74,usa,chevrolet chevelle malibu classic
0.0302863436123348,16.0,6,258.0,110.0,3632,18.0,74,usa,amc matador
0.029061721561029614,18.0,6,225.0,105.0,3613,16.5,74,usa,plymouth satellite sebring
0.03380825887466796,16.0,8,302.0,140.0,4141,14.0,74,usa,ford gran torino
0.03192168546499255,13.0,8,350.0,150.0,4699,14.5,74,usa,buick century luxus (sw)
0.03365492483733453,14.0,8,318.0,150.0,4457,13.5,74,usa,dodge coronet custom (sw)
0.030185424752048298,14.0,8,302.0,140.0,4638,16.0,74,usa,ford gran torino (sw)
0.035236081747709654,14.0,8,304.0,150.0,4257,15.5,74,usa,amc matador (sw)
0.03740423614240649,29.0,4,98.0,83.0,2219,16.5,74,europe,audi fox
0.03413143148242486,26.0,4,79.0,67.0,1963,15.5,74,europe,volkswagen dasher
0.03391304347826087,26.0,4,97.0,78.0,2300,14.5,74,europe,opel manta
0.031534263189812006,31.0,4,76.0,52.0,1649,16.5,74,japan,toyota corona
0.030454318522216674,32.0,4,83.0,61.0,2003,19.0,74,japan,datsun 710
0.03529411764705882,28.0,4,90.0,75.0,2125,14.5,74,usa,dodge colt
0.03557874762808349,24.0,4,90.0,75.0,2108,15.5,74,europe,fiat 128
0.033392698130008905,26.0,4,116.0,75.0,2246,14.0,74,europe,fiat 124 tc
0.038971474487746086,24.0,4,120.0,97.0,2489,15.0,74,japan,honda civic
0.03889585947302384,26.0,4,108.0,93.0,2391,15.5,74,japan,subaru
0.0335,31.0,4,79.0,67.0,2000,16.0,74,europe,fiat x1.9
0.029105392156862746,19.0,6,225.0,95.0,3264,16.0,75,usa,plymouth valiant custom
0.030355594102341718,18.0,6,250.0,105.0,3459,16.0,75,usa,chevrolet nova
0.02097902097902098,15.0,6,250.0,72.0,3432,21.0,75,usa,mercury monarch
0.022799240025332488,15.0,6,250.0,72.0,3158,19.5,75,usa,ford maverick
0.03641816623821765,16.0,8,400.0,170.0,4668,11.5,75,usa,pontiac catalina
0.03265765765765766,15.0,8,350.0,145.0,4440,14.0,75,usa,chevrolet bel air
0.03334815473543797,16.0,8,318.0,150.0,4498,14.5,75,usa,plymouth grand fury
0.031780115954477134,14.0,8,351.0,148.0,4657,13.5,75,usa,ford ltd
0.028154594317890965,17.0,6,231.0,110.0,3907,21.0,75,usa,buick century
0.026943802925327175,16.0,6,250.0,105.0,3897,18.5,75,usa,chevroelt chevelle malibu
0.029490616621983913,15.0,6,258.0,110.0,3730,19.0,75,usa,amc matador
0.02509907529722589,18.0,6,225.0,95.0,3785,19.0,75,usa,plymouth fury
0.0361961171437973,21.0,6,231.0,110.0,3039,15.0,75,usa,buick skyhawk
0.034150884818379384,20.0,8,262.0,110.0,3221,13.5,75,usa,chevrolet monza 2+2
0.04070684758598927,13.0,8,302.0,129.0,3169,12.0,75,usa,ford mustang ii
0.03454629203132197,29.0,4,97.0,75.0,2171,16.0,75,japan,toyota corolla
0.03145130731337628,23.0,4,140.0,83.0,2639,17.0,75,usa,ford pinto
0.03431708991077557,20.0,6,232.0,100.0,2914,16.0,75,usa,amc gremlin
0.03009259259259259,23.0,4,140.0,78.0,2592,18.5,75,usa,pontiac astro
0.03552923760177646,24.0,4,134.0,96.0,2702,13.5,75,japan,toyota corona
0.031938821412505626,25.0,4,90.0,71.0,2223,16.5,75,europe,volkswagen dasher
0.0381139489194499,24.0,4,119.0,97.0,2545,17.0,75,japan,datsun 710
0.032506702412868634,18.0,6,171.0,97.0,2984,14.5,75,usa,ford pinto
0.036138358286009295,29.0,4,90.0,70.0,1937,14.0,75,europe,volkswagen rabbit
0.02802865151043289,19.0,6,232.0,90.0,3211,17.0,75,usa,amc pacer
0.03526354862657758,23.0,4,115.0,95.0,2694,15.0,75,europe,audi 100ls
0.029759891782211702,23.0,4,120.0,88.0,2957,17.0,75,europe,peugeot 504
0.033276740237691005,22.0,4,121.0,98.0,2945,14.5,75,europe,volvo 244dl
0.0430550355672033,25.0,4,121.0,115.0,2671,13.5,75,europe,saab 99le
0.029526462395543174,33.0,4,91.0,53.0,1795,17.5,75,japan,honda civic cvcc
0.0349025974025974,28.0,4,107.0,86.0,2464,15.5,76,europe,fiat 131
0.03648648648648649,25.0,4,116.0,81.0,2220,16.9,76,europe,opel 1900
0.03576982892690513,25.0,4,140.0,92.0,2572,14.9,76,usa,capri ii
0.03503325942350333,26.0,4,98.0,79.0,2255,17.7,76,usa,dodge colt
0.037693006357856496,27.0,4,101.0,83.0,2202,15.3,76,europe,renault 12tl
0.033214709371293,17.5,8,305.0,140.0,4215,13.0,76,usa,chevrolet chevelle malibu classic
0.03579952267303103,16.0,8,318.0,150.0,4190,13.0,76,usa,dodge coronet brougham
0.03028773346794548,15.5,8,304.0,120.0,3962,13.9,76,usa,amc matador
0.03606168446026097,14.5,8,351.0,152.0,4215,12.8,76,usa,ford gran torino
0.03093102381688834,22.0,6,225.0,100.0,3233,15.4,76,usa,plymouth valiant
0.031315240083507306,22.0,6,250.0,105.0,3353,14.5,76,usa,chevrolet nova
0.026892430278884463,24.0,6,200.0,81.0,3012,17.6,76,usa,ford maverick
0.029173419773095625,22.5,6,232.0,90.0,3085,17.6,76,usa,amc hornet
0.025552825552825554,29.0,4,85.0,52.0,2035,22.2,76,usa,chevrolet chevette
0.027726432532347505,24.5,4,98.0,60.0,2164,22.1,76,usa,chevrolet woody
0.036138358286009295,29.0,4,90.0,70.0,1937,14.2,76,europe,vw rabbit
0.029526462395543174,33.0,4,91.0,53.0,1795,17.4,76,japan,honda civic
0.027389756231169543,20.0,6,225.0,100.0,3651,17.7,76,usa,dodge aspen se
0.02182428651371013,18.0,6,250.0,78.0,3574,21.0,76,usa,ford granada ghia
0.03017832647462277,18.5,6,250.0,110.0,3645,16.2,76,usa,pontiac ventura sj
0.029752583777012214,17.5,6,258.0,95.0,3193,17.8,76,usa,amc pacer d/l
0.03890410958904109,29.5,4,97.0,71.0,1825,12.2,76,europe,volkswagen rabbit
0.035175879396984924,32.0,4,85.0,70.0,1990,17.0,76,japan,datsun b-210
0.03480278422273782,28.0,4,97.0,75.0,2155,16.4,76,japan,toyota corolla
0.028070175438596492,26.5,4,140.0,72.0,2565,13.6,76,usa,ford pinto
0.03238095238095238,20.0,4,130.0,102.0,3150,15.7,76,europe,volvo 245
0.03807106598984772,13.0,8,318.0,150.0,3940,13.2,76,usa,plymouth volare premier v8
0.02691131498470948,19.0,4,120.0,88.0,3270,21.9,76,europe,peugeot 504
0.03686006825938567,19.0,6,156.0,108.0,2930,15.5,76,japan,toyota mark ii
0.031413612565445025,16.5,6,168.0,120.0,3820,16.7,76,europe,mercedes-benz 280s
0.0410958904109589,16.5,8,350.0,180.0,4380,12.1,76,usa,cadillac seville
0.035758323057953144,13.0,8,350.0,145.0,4055,12.0,76,usa,chevy c10
0.03359173126614987,13.0,8,302.0,130.0,3870,15.0,76,usa,ford f108
0.03994673768308921,13.0,8,318.0,150.0,3755,14.0,76,usa,dodge d100
0.033251833740831294,31.5,4,98.0,68.0,2045,18.5,77,japan,honda accord cvcc
0.037122969837587005,30.0,4,111.0,80.0,2155,14.8,77,usa,buick opel isuzu deluxe
0.03178082191780822,36.0,4,79.0,58.0,1825,18.6,77,europe,renault 5 gtl
0.04173913043478261,25.5,4,122.0,96.0,2300,15.5,77,usa,plymouth arrow gs
0.03598971722365039,33.5,4,85.0,70.0,1945,16.8,77,japan,datsun f-10 hatchback
0.037371134020618556,17.5,8,305.0,145.0,3880,12.5,77,usa,chevrolet caprice classic
0.027093596059113302,17.0,8,260.0,110.0,4060,19.0,77,usa,oldsmobile cutlass supreme
0.035024154589371984,15.5,8,318.0,145.0,4140,13.7,77,usa,dodge monaco brougham
0.030267753201396973,15.0,8,302.0,130.0,4295,14.9,77,usa,mercury cougar brougham
0.03125,17.5,6,250.0,110.0,3520,16.4,77,usa,chevrolet concours
0.030656934306569343,20.5,6,231.0,105.0,3425,16.9,77,usa,buick skylark
0.027548209366391185,19.0,6,225.0,100.0,3630,17.7,77,usa,plymouth volare custom
0.027801418439716313,18.5,6,250.0,98.0,3525,19.0,77,usa,ford granada
0.04265402843601896,16.0,8,400.0,180.0,4220,11.1,77,usa,pontiac grand prix lj
0.04081632653061224,15.5,8,350.0,170.0,4165,11.4,77,usa,chevrolet monte carlo landau
0.04393063583815029,15.5,8,400.0,190.0,4325,12.2,77,usa,chrysler cordoba
0.03437139561707036,16.0,8,351.0,149.0,4335,14.5,77,usa,ford thunderbird
0.04020618556701031,29.0,4,97.0,78.0,1940,14.5,77,europe,volkswagen rabbit custom
0.032116788321167884,24.5,4,151.0,88.0,2740,16.0,77,usa,pontiac sunbird coupe
0.033112582781456956,26.0,4,97.0,75.0,2265,18.2,77,japan,toyota corolla liftback
0.032304900181488204,25.5,4,140.0,89.0,2755,15.8,77,usa,ford mustang ii 2+2
0.030716723549488054,30.5,4,98.0,63.0,2051,17.0,77,usa,chevrolet chevette
0.04,33.5,4,98.0,83.0,2075,15.9,77,usa,dodge colt m/m
0.033753148614609575,30.0,4,97.0,67.0,1985,16.4,77,japan,subaru dl
0.03561643835616438,30.5,4,97.0,78.0,2190,14.1,77,europe,volkswagen dasher
0.034458259325044406,22.0,6,146.0,97.0,2815,14.5,77,japan,datsun 810
0.04230769230769231,21.5,4,121.0,110.0,2600,12.8,77,europe,bmw 320i
0.04044117647058824,21.5,3,80.0,110.0,2720,13.5,77,japan,mazda rx-4
0.024181360201511334,43.1,4,90.0,48.0,1985,21.5,78,europe,volkswagen rabbit custom diesel
0.03666666666666667,36.1,4,98.0,66.0,1800,14.4,78,usa,ford fiesta
0.02619647355163728,32.8,4,78.0,52.0,1985,19.4,78,japan,mazda glc deluxe
0.033816425120772944,39.4,4,85.0,70.0,2070,18.6,78,japan,datsun b210 gx
0.03333333333333333,36.1,4,91.0,60.0,1800,16.4,78,japan,honda civic cvcc
0.03268945022288262,19.9,8,260.0,110.0,3365,15.5,78,usa,oldsmobile cutlass salon brougham
0.03748326639892905,19.4,8,318.0,140.0,3735,13.2,78,usa,dodge diplomat
0.03893557422969188,20.2,8,302.0,139.0,3570,12.8,78,usa,mercury monarch ghia
0.0297029702970297,19.2,6,231.0,105.0,3535,19.2,78,usa,pontiac phoenix lj
0.030110935023771792,20.5,6,200.0,95.0,3155,18.2,78,usa,chevrolet malibu
0.02866779089376054,20.2,6,200.0,85.0,2965,15.8,78,usa,ford fairmont (auto)
0.03235294117647059,25.1,4,140.0,88.0,2720,15.4,78,usa,ford fairmont (man)
0.029154518950437316,20.5,6,225.0,100.0,3430,17.2,78,usa,plymouth volare
0.028037383177570093,19.4,6,232.0,90.0,3210,17.2,78,usa,amc concord
0.03106508875739645,20.6,6,231.0,105.0,3380,15.8,78,usa,buick century special
0.02768729641693811,20.8,6,200.0,85.0,3070,16.7,78,usa,mercury zephyr
0.03038674033149171,18.6,6,225.0,110.0,3620,18.7,78,usa,dodge aspen
0.03519061583577713,18.1,6,258.0,120.0,3410,15.1,78,usa,amc concord d/l
0.042335766423357665,19.2,8,305.0,145.0,3425,13.2,78,usa,chevrolet monte carlo landau
0.047895500725689405,17.7,6,231.0,165.0,3445,13.4,78,usa,buick regal sport coupe (turbo)
0.04336973478939157,18.1,8,302.0,139.0,3205,11.2,78,usa,ford futura
0.03431372549019608,17.5,8,318.0,140.0,4080,13.7,78,usa,dodge magnum xe
0.03155452436194896,30.0,4,98.0,68.0,2155,16.5,78,usa,chevrolet chevette
0.037109375,27.5,4,134.0,95.0,2560,14.2,78,japan,toyota corona
0.04217391304347826,27.2,4,119.0,97.0,2300,14.7,78,japan,datsun 510
0.033632286995515695,30.9,4,105.0,75.0,2230,14.5,78,usa,dodge omni
0.03777335984095427,21.1,4,134.0,95.0,2515,14.8,78,japan,toyota celica gt liftback
0.03825136612021858,23.2,4,156.0,105.0,2745,16.7,78,usa,plymouth sapporo
0.0297723292469352,23.8,4,151.0,85.0,2855,17.6,78,usa,oldsmobile starfire sx
0.040332640332640335,23.9,4,119.0,97.0,2405,14.9,78,japan,datsun 200-sx
0.036395759717314485,20.3,5,131.0,103.0,2830,15.9,78,europe,audi 5000
0.03980891719745223,17.0,6,163.0,125.0,3140,13.6,78,europe,volvo 264gl
0.04114490161001789,21.6,4,121.0,115.0,2795,15.7,78,europe,saab 99gle
0.03900293255131965,16.2,6,163.0,133.0,3410,15.8,78,europe,peugeot 604sl
0.035678391959798994,31.5,4,89.0,71.0,1990,14.9,78,europe,volkswagen scirocco
0.03185011709601874,29.5,4,98.0,68.0,2135,16.6,78,japan,honda accord lx
0.03543913713405239,21.5,6,231.0,115.0,3245,15.4,79,usa,pontiac lemans v6
0.028428093645484948,19.8,6,200.0,85.0,2990,18.2,79,usa,mercury zephyr 6
0.03044982698961938,22.3,4,140.0,88.0,2890,17.3,79,usa,ford fairmont 4
0.027565084226646247,20.2,6,232.0,90.0,3265,18.2,79,usa,amc concord dl 6
0.03273809523809524,20.6,6,225.0,110.0,3360,16.6,79,usa,dodge aspen 6
0.033854166666666664,17.0,8,305.0,130.0,3840,15.4,79,usa,chevrolet caprice classic
0.03463087248322148,17.6,8,302.0,129.0,3725,13.4,79,usa,ford ltd landau
0.03489254108723135,16.5,8,351.0,138.0,3955,13.2,79,usa,mercury grand marquis
0.03524804177545692,18.2,8,318.0,135.0,3830,15.2,79,usa,dodge st. regis
0.03555045871559633,16.9,8,350.0,155.0,4360,14.9,79,usa,buick estate wagon (sw)
0.03502713369511593,15.5,8,351.0,142.0,4054,14.3,79,usa,ford country squire (sw)
0.03467406380027739,19.2,8,267.0,125.0,3605,15.0,79,usa,chevrolet malibu classic (sw)
0.03807106598984772,18.5,8,360.0,150.0,3940,13.0,79,usa,chrysler lebaron town @ country (sw)
0.036883116883116886,31.9,4,89.0,71.0,1925,14.0,79,europe,vw rabbit custom
0.03291139240506329,34.1,4,86.0,65.0,1975,15.2,79,japan,maxda glc deluxe
0.04177545691906005,35.7,4,98.0,80.0,1915,14.4,79,usa,dodge colt hatchback custom
0.0299625468164794,27.4,4,121.0,80.0,2670,15.0,79,usa,amc spirit dl
0.02181303116147309,25.4,5,183.0,77.0,3530,20.1,79,europe,mercedes benz 300d
0.03205128205128205,23.0,8,350.0,125.0,3900,17.4,79,usa,cadillac eldorado
0.02225705329153605,27.2,4,141.0,71.0,3190,24.8,79,europe,peugeot 504
0.02631578947368421,23.9,8,260.0,90.0,3420,22.2,79,usa,oldsmobile cutlass salon brougham
0.031818181818181815,34.2,4,105.0,70.0,2200,13.2,79,usa,plymouth horizon
0.03255813953488372,34.5,4,105.0,70.0,2150,14.9,79,usa,plymouth horizon tc3
0.03217821782178218,31.8,4,85.0,65.0,2020,19.2,79,japan,datsun 210
0.0323943661971831,37.3,4,91.0,69.0,2130,14.7,79,europe,fiat strada custom
0.033707865168539325,28.4,4,151.0,90.0,2670,16.0,79,usa,buick skylark limited
0.04431599229287091,28.8,6,173.0,115.0,2595,11.3,79,usa,chevrolet citation
0.04259259259259259,26.8,6,173.0,115.0,2700,12.9,79,usa,oldsmobile omega brougham
0.035211267605633804,33.5,4,151.0,90.0,2556,13.2,79,usa,pontiac phoenix
0.03544776119402985,41.5,4,98.0,76.0,2144,14.7,80,europe,vw rabbit
0.03048780487804878,38.1,4,89.0,60.0,1968,18.8,80,japan,toyota corolla tercel
0.0330188679245283,32.1,4,98.0,70.0,2120,15.5,80,usa,chevrolet chevette
0.032194155522535906,37.2,4,86.0,65.0,2019,16.4,80,japan,datsun 310
0.033607169529499624,28.0,4,151.0,90.0,2678,16.5,80,usa,chevrolet citation
0.030662020905923345,26.4,4,140.0,88.0,2870,18.1,80,usa,ford fairmont
0.029970029970029972,24.3,4,151.0,90.0,3003,20.1,80,usa,amc concord
0.026619343389529725,19.1,6,225.0,90.0,3381,18.7,80,usa,dodge aspen
0.0356489945155393,34.3,4,97.0,78.0,2188,15.8,80,europe,audi 4000
0.033198081888601995,29.8,4,134.0,90.0,2711,15.5,80,japan,toyota corona liftback
0.029504327301337528,31.3,4,120.0,75.0,2542,17.5,80,japan,mazda 626
